Pharmanummer;Handelsname;Mengenangabe;Mengenart
4204604;COSENTYX IJLSG FSPR 150MG;2;ST
4204610;COSENTYX IJLSG FPEN 150MG;1;ST
4204627;COSENTYX IJLSG FPEN 150MG;2;ST
4204917;AZAFALK FTBL  50MG;50;ST
4205414;PLEGRIDY IJLSG FPEN 63+94MCG;2;ST
4205420;PLEGRIDY IJLSG FPEN 125MCG;2;ST
4205437;PLEGRIDY IJLSG FSPR 63+94MCG;2;ST
4205443;PLEGRIDY IJLSG FSPR 125MCG;2;ST
4205667;VARGATEF WKPS 100MG;120;ST
4205673;VARGATEF WKPS 150MG;60;ST
4205762;VOKANAMET FTBL  50/1000MG;60;ST
4205779;VOKANAMET FTBL  50/ 850MG;60;ST
4205868;INCRUSE PLV INHAL 55MCG;30;HB
4206081;AZITHROMYCIN KRKA FTBL 500MG;3;ST
4206106;MOXIFLOXACIN KRKA FTBL 400MG;7;ST
4206112;MOXIFLOXACIN KRKA FTBL 400MG;10;ST
4206158;MOXIFLOXACIN KRKA FTBL 400MG;5;ST
4206170;SEVELAMER RTP FTBL 800MG;180;ST
4206201;ESCITALOPRAM HEX FTBL  5MG;10;ST
4206218;ESCITALOPRAM HEX FTBL  5MG;30;ST
4206224;ESCITALOPRAM HEX FTBL 10MG;10;ST
4206230;ESCITALOPRAM HEX FTBL 10MG;30;ST
4206253;ESCITALOPRAM HEX FTBL 15MG;10;ST
4206276;ESCITALOPRAM HEX FTBL 15MG;30;ST
4206282;ESCITALOPRAM HEX FTBL 20MG;10;ST
4206299;ESCITALOPRAM HEX FTBL 20MG;30;ST
4206402;GAMMANORM 165MG/ML DFL  6ML;10;ST
4206419;GAMMANORM 165MG/ML DFL 48ML;1;ST
4206431;NOVORAPID PUMPCART 1,6ML;5;ST
4206508;RETARPEN IJSUS 2,4MIO IE DFL;1;ST
4206572;ESCITALOPRAM EASY FTBL 20MG;10;ST
4206589;ESCITALOPRAM EASY FTBL 20MG;30;ST
4206885;PRAMULEX FTBL  5MG;14;ST
4206891;PRAMULEX FTBL  5MG;30;ST
4206916;PRAMULEX FTBL 10MG;14;ST
4206922;PRAMULEX FTBL 10MG;30;ST
4206939;PRAMULEX FTBL 15MG;14;ST
4206945;PRAMULEX FTBL 15MG;30;ST
4206951;PRAMULEX FTBL 20MG;14;ST
4206968;PRAMULEX FTBL 20MG;30;ST
4206974;SYNAGIS IJLSG DFL 0,5ML;1;ST
4206980;SYNAGIS IJLSG DFL 1ML;1;ST
4206997;TELMICARD PLUS HCT 40/12,5MG;30;ST
4207005;TELMICARD PLUS HCT 80/12,5MG;30;ST
4207011;TELMICARD PLUS HCT 80/25MG;30;ST
4207057;ESCITALOPRAM G.L.FTBL  5MG;30;ST
4207086;ESCITALOPRAM G.L.FTBL 10MG;30;ST
4207100;ESCITALOPRAM G.L.FTBL 15MG;30;ST
4207123;ESCITALOPRAM G.L.FTBL 20MG;30;ST
4207146;ENVARSUS RETARDTBL 0,75MG;30;ST
4207181;ENVARSUS RETARDTBL 1MG;60;ST
4207206;ENVARSUS RETARDTBL 4MG;30;ST
4207264;NUWIQ PLV +LSM  250I.E.;1;ST
4207270;NUWIQ PLV +LSM  500I.E.;1;ST
4207287;NUWIQ PLV +LSM 1000I.E.;1;ST
4207293;NUWIQ PLV +LSM 2000I.E.;1;ST
4207689;TRIUMEQ FTBL 50/600/300MG;30;ST
4207726;BRINZO-VISION AU-TR 10MG/ML;5;ML
4207749;IMBRUVICA HARTKPS 140MG;90;ST
4207755;IMBRUVICA HARTKPS 140MG;120;ST
4207790;OPRYMEA RETARDTBL 1,57MG;10;ST
4207809;OPRYMEA RETARDTBL 1,57MG;30;ST
4207838;ZIPRASIDON ACT HARTKPS 20MG;14;ST
4207844;ZIPRASIDON ACT HARTKPS 20MG;60;ST
4207850;ZIPRASIDON ACT HARTKPS 40MG;14;ST
4207867;ZIPRASIDON ACT HARTKPS 40MG;60;ST
4207873;ZIPRASIDON ACT HARTKPS 60MG;14;ST
4207896;ZIPRASIDON ACT HARTKPS 60MG;60;ST
4207904;ZIPRASIDON ACT HARTKPS 80MG;14;ST
4207910;ZIPRASIDON ACT HARTKPS 80MG;60;ST
4208157;EXVIERA FTBL 250MG;56;ST
4208163;VIEKIRAX FTBL 12,5/75/50MG;56;ST
4208192;MOMETASON CIPLA NA-SPRAY;18;G
4208252;BRIMICA GENUAIR 340/12MCG;60;HB
4208370;ZYDELIG FTBL 100MG;60;ST
4208387;ZYDELIG FTBL 150MG;60;ST
4208571;SEVELAMERCARB.STADA FTBL 800;180;ST
4208660;BYDUREON PLV+LSM FPEN 2MG;4;ST
4208861;GLICLAZID STADA ER TBL 60MG;30;ST
4208878;GLICLAZID STADA ER TBL 60MG;60;ST
4208921;LIXIANA FTBL 15MG;10;ST
4208938;LIXIANA FTBL 30MG;14;ST
4208944;LIXIANA FTBL 30MG;28;ST
4208973;LIXIANA FTBL 60MG;14;ST
4208996;LIXIANA FTBL 60MG;28;ST
4209062;CEOLAT LSG 1MG/ML;150;ML
4209286;RAMIPRIL/AMLODIPIN PFI  5/ 5;30;ST
4209292;RAMIPRIL/AMLODIPIN PFI  5/10;30;ST
4209300;RAMIPRIL/AMLODIPIN PFI 10/ 5;30;ST
4209317;RAMIPRIL/AMLODIPIN PFI 10/10;30;ST
4209369;ACCOFIL FSPR 30MIO.E/0,5ML;5;ST
4209375;ACCOFIL FSPR 48MIO.E/0,5ML;5;ST
4209412;ADVATE BJ III  250IE/2ML;1;ST
4209429;ADVATE BJ III  500IE/2ML;1;ST
4209435;ADVATE BJ III 1000IE/2ML;1;ST
4209441;ADVATE BJ III 1500IE/2ML;1;ST
4209458;ADVATE BJ III 2000IE/5ML;1;ST
4209464;ADVATE BJ III 3000IE/5ML;1;ST
4209671;VALGANCICLOVIR RTP FTBL 450;60;ST
4209719;SPIOLTO RESPIMAT INHAL LSG;60;HB
4209754;CANDESARTAN A-MED TBL  8MG;30;ST
4209760;CANDESARTAN A-MED TBL 16MG;30;ST
4209777;CANDESARTAN A-MED TBL 32MG;30;ST
4209866;STRATTERA LSG 4MG/ML 100ML;1;ST
4209949;ADPORT HARTKPS 2MG;50;ST
4209955;DUAKLIR GENUAIR 340/12MCG;60;HB
4210131;PRAMIPEXOL SAN RETTBL 0,26MG;10;ST
4210148;PRAMIPEXOL SAN RETTBL 0,52MG;10;ST
4210154;PRAMIPEXOL SAN RETTBL 0,52MG;30;ST
4210160;PRAMIPEXOL SAN RETTBL 1,05MG;10;ST
4210177;PRAMIPEXOL SAN RETTBL 1,05MG;30;ST
4210183;PRAMIPEXOL SAN RETTBL 2,1MG;10;ST
4210208;PRAMIPEXOL SAN RETTBL 2,1MG;30;ST
4210214;PRAMIPEXOL SAN RETTBL 3,15MG;30;ST
4210220;REMSIMA PLV ILSG 100MG;1;ST
4210237;REMSIMA PLV ILSG 100MG;2;ST
4210243;REMSIMA PLV ILSG 100MG;3;ST
4210378;LEV/CARB/ENT RTP 50/12,5/200;30;ST
4210384;LEV/CARB/ENT RTP 50/12,5/200;100;ST
4210390;LEV/CARB/ENT RTP 75/18/200;30;ST
4210409;LEV/CARB/ENT RTP 75/18/200;100;ST
4210415;LEV/CARB/ENT RTP 100/25/200;30;ST
4210421;LEV/CARB/ENT RTP 100/25/200;100;ST
4210438;LEV/CARB/ENT RTP 125/31/200;30;ST
4210444;LEV/CARB/ENT RTP 125/31/200;100;ST
4210450;LEV/CARB/ENT RTP 150/37/200;30;ST
4210467;LEV/CARB/ENT RTP 150/37/200;100;ST
4210473;LEV/CARB/ENT RTP 175/43/200;30;ST
4210496;LEV/CARB/ENT RTP 175/43/200;100;ST
4210504;LEV/CARB/ENT RTP 200/50/200;30;ST
4210510;LEV/CARB/ENT RTP 200/50/200;100;ST
4210585;PREDNIFLUID AU-TR 10MG/ML;5;ML
4210757;MIGLUSTAT G.L. HARTKPS 100MG;84;ST
4210763;AMOXISTAD PLUS FTBL 875/125;10;ST
4210786;AMOXISTAD PLUS FTBL 875/125;15;ST
4210852;GALANTAMIN RTP GMBH RETKPS 8;10;ST
4210869;GALANTAMIN RTP GMBH RETKPS 8;30;ST
4210875;GALANTAMIN RTP GMBH RETKPS16;30;ST
4210881;GALANTAMIN RTP GMBH RETKPS24;30;ST
4210898;AIRFLUSAL FORSPIRO 50/250MCG;1;ST
4210906;AIRFLUSAL FORSPIRO 50/500MCG;1;ST
4210929;MONOPOST AU-TR 50MCG/ML;30;ST
4210935;MOVENTIG FTBL 25MG;10;ST
4210941;MOVENTIG FTBL 25MG;30;ST
4210958;LYNPARZA HARTKPS 50MG;448;ST
4210964;ATOZET FTBL 10/10MG;30;ST
4210970;ATOZET FTBL 10/20MG;30;ST
4210987;ATOZET FTBL 10/40MG;30;ST
4210993;ATOZET FTBL 10/80MG;30;ST
4211018;LINOLADIOL ESTRADIOL EMU;25;G
4211030;TOUJEO 300IE/ML IJLSG FPEN;3;ST
4211047;OFEV WKPS 100MG;60;ST
4211053;OFEV WKPS 150MG;60;ST
4211076;OFEV WKPS 150MG;30;ST
4211099;LEVETIRACETAM +PH FTBL  500;100;ST
4211113;LEVETIRACETAM +PH FTBL 1000;100;ST
4211194;ARIPIPRAZOL STADA TBL 10MG;14;ST
4211202;ARIPIPRAZOL STADA TBL 10MG;28;ST
4211219;ARIPIPRAZOL STADA TBL 15MG;14;ST
4211225;ARIPIPRAZOL STADA TBL 15MG;28;ST
4211231;ARIPIPRAZOL STADA TBL 30MG;14;ST
4211248;ARIPIPRAZOL STADA TBL 30MG;28;ST
4211254;CORTIMENT MMX RETARDTBL 9MG;10;ST
4211260;CORTIMENT MMX RETARDTBL 9MG;30;ST
4211314;PANTOPRAZOL MYL MSR TBL 20MG;14;ST
4211320;PANTOPRAZOL MYL MSR TBL 20MG;30;ST
4211337;PANTOPRAZOL MYL MSR TBL 40MG;7;ST
4211343;PANTOPRAZOL MYL MSR TBL 40MG;14;ST
4211366;PANTOPRAZOL MYL MSR TBL 40MG;30;ST
4211596;SASTRAVI FTBL  50/12,5/200;100;ST
4211604;SASTRAVI FTBL 100/25/200;100;ST
4211610;SASTRAVI FTBL 150/37,5/200;100;ST
4211627;CERDELGA HARTKPS 84MG;56;ST
4211886;EPLERENON RTP GMBH FTBL 25MG;10;ST
4211892;EPLERENON RTP GMBH FTBL 25MG;30;ST
4211900;EPLERENON RTP GMBH FTBL 50MG;10;ST
4211917;EPLERENON RTP GMBH FTBL 50MG;30;ST
4211946;VELBIENNE FTBL 1/2MG;28;ST
4211975;SYNJARDY FTBL  5/ 850MG;60;ST
4211998;SYNJARDY FTBL  5/1000MG;60;ST
4212012;SYNJARDY FTBL 12,5/ 850MG;60;ST
4212035;SYNJARDY FTBL 12,5/1000MG;60;ST
4212041;OTEZLA FTBL STARTERPK;27;ST
4212058;OTEZLA FTBL 30MG;56;ST
4212064;BRINZOLAMID STA AU-TR10MG/ML;5;ML
4212070;DULOXETIN STAD MSR HKPS 30MG;28;ST
4212087;DULOXETIN STAD MSR HKPS 30MG;14;ST
4212093;DULOXETIN STAD MSR HKPS 60MG;28;ST
4212101;DULOXETIN STAD MSR HKPS 60MG;14;ST
4212118;PENTIRO FTBL  50/12,5/200MG;30;ST
4212124;PENTIRO FTBL  50/12,5/200MG;100;ST
4212130;PENTIRO FTBL 100/25/200MG;30;ST
4212147;PENTIRO FTBL 100/25/200MG;100;ST
4212153;PENTIRO FTBL 150/37,5/200MG;30;ST
4212176;PENTIRO FTBL 150/37,5/200MG;100;ST
4212182;PENTIRO FTBL 175/43,75/200MG;30;ST
4212199;PENTIRO FTBL 175/43,75/200MG;100;ST
4212207;PENTIRO FTBL 200/50/200MG;30;ST
4212213;PENTIRO FTBL 200/50/200MG;100;ST
4212236;QUETIAPIN STAD RETTBL  50MG;10;ST
4212242;QUETIAPIN STAD RETTBL  50MG;30;ST
4212265;QUETIAPIN STAD RETTBL 200MG;10;ST
4212271;QUETIAPIN STAD RETTBL 200MG;30;ST
4212294;QUETIAPIN STAD RETTBL 300MG;10;ST
4212302;QUETIAPIN STAD RETTBL 300MG;60;ST
4212319;QUETIAPIN STAD RETTBL 400MG;10;ST
4212325;QUETIAPIN STAD RETTBL 400MG;60;ST
4212354;CISCUTAN KPS 30MG;30;ST
4212420;PRAMIPEXOL RTP RETTBL 0,26MG;10;ST
4212443;PRAMIPEXOL RTP RETTBL 0,52MG;10;ST
4212466;PRAMIPEXOL RTP RETTBL 0,52MG;30;ST
4212472;PRAMIPEXOL RTP RETTBL 1,05MG;10;ST
4212489;PRAMIPEXOL RTP RETTBL 1,05MG;30;ST
4212495;PRAMIPEXOL RTP RETTBL 1,57MG;10;ST
4212503;PRAMIPEXOL RTP RETTBL 1,57MG;30;ST
4212526;PRAMIPEXOL RTP RETTBL 2,1MG;10;ST
4212532;PRAMIPEXOL RTP RETTBL 2,1MG;30;ST
4212549;PRAMIPEXOL RTP RETTBL 2,62MG;10;ST
4212555;PRAMIPEXOL RTP RETTBL 2,62MG;30;ST
4212561;PRAMIPEXOL RTP RETTBL 3,15MG;30;ST
4212590;ARIPIPRAZOL KRKA TBL 10MG;14;ST
4212609;ARIPIPRAZOL KRKA TBL 10MG;30;ST
4212621;ARIPIPRAZOL KRKA TBL 15MG;14;ST
4212638;ARIPIPRAZOL KRKA TBL 15MG;30;ST
4212650;ARIPIPRAZOL KRKA TBL 30MG;14;ST
4212667;ARIPIPRAZOL KRKA TBL 30MG;30;ST
4212874;SEVELAMERCARB.ZENT FTBL 800;180;ST
4213046;COLIDIMIN FTBL 400MG;18;ST
4213052;COPAXONE IJLSG 40MG/ML;12;ST
4213081;ARIPIPRAZOL RTP TBL 10MG;10;ST
4213098;ARIPIPRAZOL RTP TBL 10MG;30;ST
4213106;ARIPIPRAZOL RTP TBL 15MG;30;ST
4213112;ARIPIPRAZOL RTP TBL 15MG;10;ST
4213129;ARIPIPRAZOL RTP TBL 20MG;10;ST
4213135;ARIPIPRAZOL RTP TBL 20MG;30;ST
4213141;ARIPIPRAZOL RTP TBL 30MG;10;ST
4213158;ARIPIPRAZOL RTP TBL 30MG;30;ST
4213170;OPRYMEA RETARDTBL 2,62MG;30;ST
4213187;OPRYMEA RETARDTBL 3,15MG;30;ST
4213193;PREGABALIN KRKA HKPS  25MG;14;ST
4213201;PREGABALIN KRKA HKPS  25MG;20;ST
4213218;PREGABALIN KRKA HKPS  25MG;60;ST
4213224;PREGABALIN KRKA HKPS  25MG;90;ST
4213230;PREGABALIN KRKA HKPS  50MG;20;ST
4213247;PREGABALIN KRKA HKPS  50MG;90;ST
4213253;PREGABALIN KRKA HKPS  75MG;14;ST
4213276;PREGABALIN KRKA HKPS  75MG;60;ST
4213282;PREGABALIN KRKA HKPS 100MG;20;ST
4213299;PREGABALIN KRKA HKPS 100MG;90;ST
4213307;PREGABALIN KRKA HKPS 150MG;14;ST
4213313;PREGABALIN KRKA HKPS 150MG;60;ST
4213336;PREGABALIN KRKA HKPS 200MG;20;ST
4213342;PREGABALIN KRKA HKPS 200MG;90;ST
4213359;PREGABALIN KRKA HKPS 300MG;14;ST
4213365;PREGABALIN KRKA HKPS 300MG;60;ST
4213388;LEVO-METHASAN KONZ 5MG/ML;150;ML
4213394;METHASAN KONZ 10MG/ML;150;ML
4213537;SIVEXTRO FTBL 200MG;6;ST
4213566;VALGANCICLOVIR SAN FTBL 450;60;ST
4213678;STRATTERA LSG 4MG/ML 100ML;3;ST
4213980;PRAVASTATIN RTP GMBH TBL20MG;30;ST
4213997;PRAVASTATIN RTP GMBH TBL40MG;30;ST
4214028;ENALAPRIL/LERC.RTP 10/10MG;30;ST
4214034;ENALAPRIL/LERC.RTP 20/10MG;30;ST
4214235;NA CHLORAT MED GLIFL  250ML;10;ST
4214241;NA CHLORAT MED GLIFL  500ML;10;ST
4214258;NA CHLORAT MED GLIFL  250ML;1;ST
4214264;NA CHLORAT MED GLIFL  500ML;1;ST
4214287;ZOREEDA DRUCKG.INHAL 25/125;1;ST
4214293;ZOREEDA DRUCKG.INHAL 25/250;1;ST
4214353;CERDELGA HARTKPS 84MG;14;ST
4214637;ALENDRONSRE BLU 70MG+KTBL CE;4;ST
4214643;RISEDRONSAEURE BLU 35MG CEUT;4;ST
4214689;VENLAFAXIN PFI RETKPS  75MG;10;ST
4214695;VENLAFAXIN PFI RETKPS  75MG;30;ST
4214703;VENLAFAXIN PFI RETKPS 150MG;10;ST
4214726;VENLAFAXIN PFI RETKPS 150MG;30;ST
4214821;BIOCEF PLV SUS 40MG/5ML;100;ML
4214838;BIOCEF PLV SUS 40MG/5ML;200;ML
4214904;BIOCEF FTBL 200MG;6;ST
4214910;BIOCEF FTBL 200MG;14;ST
4214927;PREGABALIN RTP HKPS  25MG;14;ST
4214933;PREGABALIN RTP HKPS  25MG;21;ST
4214956;PREGABALIN RTP HKPS  25MG;56;ST
4214962;PREGABALIN RTP HKPS  25MG;84;ST
4214979;PREGABALIN RTP HKPS  50MG;21;ST
4214985;PREGABALIN RTP HKPS  50MG;84;ST
4214991;PREGABALIN RTP HKPS  75MG;14;ST
4215016;PREGABALIN RTP HKPS  75MG;56;ST
4215022;PREGABALIN RTP HKPS 100MG;21;ST
4215039;PREGABALIN RTP HKPS 100MG;84;ST
4215045;PREGABALIN RTP HKPS 150MG;14;ST
4215051;PREGABALIN RTP HKPS 150MG;56;ST
4215068;PREGABALIN RTP HKPS 200MG;21;ST
4215074;PREGABALIN RTP HKPS 200MG;84;ST
4215080;PREGABALIN RTP HKPS 225MG;14;ST
4215097;PREGABALIN RTP HKPS 225MG;56;ST
4215105;PREGABALIN RTP HKPS 300MG;14;ST
4215111;PREGABALIN RTP HKPS 300MG;56;ST
4215186;EPLERENON ACT FTBL 25MG;10;ST
4215192;EPLERENON ACT FTBL 25MG;30;ST
4215200;EPLERENON ACT FTBL 50MG;10;ST
4215217;EPLERENON ACT FTBL 50MG;30;ST
4215298;OCTANATE LV PLV 100I.E./ML;1;ST
4215306;OCTANATE LV PLV 200I.E./ML;1;ST
4215312;OPRYMEA RETARDTBL 2,62MG;10;ST
4215335;ZYKADIA HARTKPS 150MG     BP;150;ST
4215364;ARIPIPRAZOL GEN TBL 10MG;10;ST
4215370;ARIPIPRAZOL GEN TBL 10MG;30;ST
4215387;ARIPIPRAZOL GEN TBL 15MG;10;ST
4215393;ARIPIPRAZOL GEN TBL 15MG;30;ST
4215401;ARIPIPRAZOL GEN TBL 30MG;30;ST
4215430;ARIPIPRAZOL +PH TBL 10MG;10;ST
4215447;ARIPIPRAZOL +PH TBL 10MG;30;ST
4215453;ARIPIPRAZOL +PH TBL 15MG;10;ST
4215476;ARIPIPRAZOL +PH TBL 15MG;30;ST
4215482;ARIPIPRAZOL +PH TBL 30MG;30;ST
4215559;LEVOFLOXACIN KRKA FTBL 250MG;7;ST
4215565;LEVOFLOXACIN KRKA FTBL 500MG;7;ST
4215571;LEVOFLOXACIN KRKA FTBL 500MG;14;ST
4215588;DULOXETIN KRKA MSR HKPS 30MG;14;ST
4215594;DULOXETIN KRKA MSR HKPS 30MG;30;ST
4215619;DULOXETIN KRKA MSR HKPS 60MG;14;ST
4215625;DULOXETIN KRKA MSR HKPS 60MG;30;ST
4215861;NEPHROTRANS MSR WKPS 500MG;100;ST
4215878;NEPHROTRANS MSR WKPS 840MG;100;ST
4215921;AMLODIPIN BESILAT STA TBL 10;30;ST
4215938;AMLODIPIN BESILAT STA TBL  5;30;ST
4216010;DUOKOPT AU-TR 20MG/ML+5MG/ML;5;ML
4216079;KOGENATE BAYER PLV  250IE;1;ST
4216085;KOGENATE BAYER PLV  500IE;1;ST
4216091;KOGENATE BAYER PLV 1000IE;1;ST
4216116;KOGENATE BAYER PLV 2000IE;1;ST
4216122;KOGENATE BAYER PLV 3000IE;1;ST
4216671;KOVALTRY DFL  250IE +ZUBEH.;1;ST
4216688;KOVALTRY DFL  500IE +ZUBEH.;1;ST
4216694;KOVALTRY DFL 1000IE +ZUBEH.;1;ST
4216702;KOVALTRY DFL 2000IE +ZUBEH.;1;ST
4216719;KOVALTRY DFL 3000IE +ZUBEH.;1;ST
4216783;DAIVOBET GEL APPLIKATOR;60;G
4217340;ARIPIPRAZOL SAN TBL 10MG;10;ST
4217357;ARIPIPRAZOL SAN TBL 10MG;30;ST
4217363;ARIPIPRAZOL SAN TBL 15MG;10;ST
4217386;ARIPIPRAZOL SAN TBL 15MG;30;ST
4217392;ARIPIPRAZOL SAN TBL 30MG;10;ST
4217400;ARIPIPRAZOL SAN TBL 30MG;30;ST
4217558;IBANDRONIC ACID ACC IJLSG 3;1;ST
4217707;PREGABALIN GEN HKPS  25MG;20;ST
4217713;PREGABALIN GEN HKPS  25MG;60;ST
4217736;PREGABALIN GEN HKPS  25MG;90;ST
4217742;PREGABALIN GEN HKPS  50MG;30;ST
4217759;PREGABALIN GEN HKPS  50MG;90;ST
4217765;PREGABALIN GEN HKPS  75MG;20;ST
4217771;PREGABALIN GEN HKPS  75MG;60;ST
4217788;PREGABALIN GEN HKPS 100MG;30;ST
4217794;PREGABALIN GEN HKPS 100MG;90;ST
4217802;PREGABALIN GEN HKPS 150MG;20;ST
4217819;PREGABALIN GEN HKPS 150MG;60;ST
4217825;PREGABALIN GEN HKPS 200MG;30;ST
4217831;PREGABALIN GEN HKPS 200MG;90;ST
4217848;PREGABALIN GEN HKPS 300MG;20;ST
4217854;PREGABALIN GEN HKPS 300MG;60;ST
4218026;DULOXETIN RTP MSR HKPS 30MG;14;ST
4218032;DULOXETIN RTP MSR HKPS 30MG;30;ST
4218049;DULOXETIN RTP MSR HKPS 60MG;14;ST
4218055;DULOXETIN RTP MSR HKPS 60MG;30;ST
4218078;PREGABALIN STADA HKPS  25MG;14;ST
4218084;PREGABALIN STADA HKPS  25MG;21;ST
4218090;PREGABALIN STADA HKPS  25MG;56;ST
4218109;PREGABALIN STADA HKPS  25MG;84;ST
4218115;PREGABALIN STADA HKPS  50MG;21;ST
4218121;PREGABALIN STADA HKPS  50MG;84;ST
4218138;PREGABALIN STADA HKPS  75MG;14;ST
4218144;PREGABALIN STADA HKPS  75MG;56;ST
4218150;PREGABALIN STADA HKPS 100MG;21;ST
4218167;PREGABALIN STADA HKPS 100MG;84;ST
4218173;PREGABALIN STADA HKPS 150MG;14;ST
4218196;PREGABALIN STADA HKPS 150MG;56;ST
4218204;PREGABALIN STADA HKPS 200MG;21;ST
4218210;PREGABALIN STADA HKPS 200MG;84;ST
4218227;PREGABALIN STADA HKPS 300MG;14;ST
4218233;PREGABALIN STADA HKPS 300MG;56;ST
4218262;ARIPIPRAZOL RTP SCHMTBL 15MG;10;ST
4218279;ARIPIPRAZOL RTP SCHMTBL 15MG;30;ST
4218285;ARIPIPRAZOL RTP SCHMTBL 10MG;10;ST
4218291;ARIPIPRAZOL RTP SCHMTBL 10MG;30;ST
4218316;GLYXAMBI FTBL 10/5MG;30;ST
4218339;GLYXAMBI FTBL 25/5MG;30;ST
4218351;LINEZOLID STADA FTBL 600MG;10;ST
4218368;LINEZOLID STADA FTBL 600MG;20;ST
4218374;SEVELAMER SAN FTBL 800MG;180;ST
4218428;ESOMEPRAZOL ARI MSR KPS 20MG;30;ST
4218434;ESOMEPRAZOL ARI MSR KPS 40MG;30;ST
4218701;PREGABALIN SAN GMBH  25MG;14;ST
4218718;PREGABALIN SAN GMBH  25MG;56;ST
4218724;PREGABALIN SAN GMBH  50MG;21;ST
4218730;PREGABALIN SAN GMBH  50MG;84;ST
4218747;PREGABALIN SAN GMBH  75MG;14;ST
4218753;PREGABALIN SAN GMBH  75MG;56;ST
4218776;PREGABALIN SAN GMBH 100MG;21;ST
4218782;PREGABALIN SAN GMBH 100MG;84;ST
4218799;PREGABALIN SAN GMBH 150MG;14;ST
4218807;PREGABALIN SAN GMBH 150MG;56;ST
4218813;PREGABALIN SAN GMBH 200MG;21;ST
4218836;PREGABALIN SAN GMBH 200MG;84;ST
4218842;PREGABALIN SAN GMBH 300MG;14;ST
4218859;PREGABALIN SAN GMBH 300MG;56;ST
4218888;DULOXETIN MYL MSR HKPS 30MG;28;ST
4218894;DULOXETIN MYL MSR HKPS 60MG;28;ST
4219244;LEVETIRACETAM ACC LSG 100MG;300;ML
4219327;LINEZOLID RTP FTBL 600MG;10;ST
4219333;LINEZOLID RTP FTBL 600MG;20;ST
4219474;DULOXETIN MYL MSR HKPS 30MG;14;ST
4219480;DULOXETIN MYL MSR HKPS 60MG;14;ST
4219505;LINEZOLID SAN FTBL 600MG;10;ST
4219511;LINEZOLID SAN FTBL 600MG;20;ST
4220419;CYCLOPEL KPS 300MG;28;ST
4220477;AMOXICILLIN/CLAV KRK 500/125;12;ST
4220483;AMOXICILLIN/CLAV KRK 875/125;10;ST
4220508;AMOXICILLIN/CLAV KRK 875/125;14;ST
4220626;QUETIALAN XR RET TBL  50MG;10;ST
4220632;QUETIALAN XR RET TBL  50MG;30;ST
4220649;QUETIALAN XR RET TBL 150MG;10;ST
4220655;QUETIALAN XR RET TBL 150MG;30;ST
4220661;QUETIALAN XR RET TBL 200MG;10;ST
4220678;QUETIALAN XR RET TBL 200MG;30;ST
4220684;QUETIALAN XR RET TBL 300MG;10;ST
4220690;QUETIALAN XR RET TBL 300MG;60;ST
4220709;QUETIALAN XR RET TBL 400MG;10;ST
4220715;QUETIALAN XR RET TBL 400MG;60;ST
4220804;DULOXETIN +PH MSR HKPS 30MG;30;ST
4220827;DULOXETIN +PH MSR HKPS 60MG;30;ST
4220833;DULOXETIN GEN MSR HKPS 30MG;20;ST
4220856;DULOXETIN GEN MSR HKPS 30MG;30;ST
4220862;DULOXETIN GEN MSR HKPS 60MG;20;ST
4220879;DULOXETIN GEN MSR HKPS 60MG;30;ST
4220997;NEPHROTRANS MSR WKPS 500MG;500;ST
4221005;NEPHROTRANS MSR WKPS 840MG;500;ST
4221100;TAPTIQOM AU-TR 15MCG+5MG/ML;30;ST
4221146;LEMILVO TBL 10MG;14;ST
4221152;LEMILVO TBL 10MG;30;ST
4221169;LEMILVO TBL 15MG;14;ST
4221175;LEMILVO TBL 15MG;30;ST
4221181;LEMILVO TBL 30MG;14;ST
4221198;LEMILVO TBL 30MG;30;ST
4221206;HYDROMORPHON STAD RETTBL  4;60;ST
4221212;HYDROMORPHON STAD RETTBL  8;60;ST
4221229;HYDROMORPHON STAD RETTBL 16;60;ST
4221235;HYDROMORPHON STAD RETTBL 24;60;ST
4221264;REPATHA IJLSG FPEN 140MG;2;ST
4221399;RASAGILIN RTP TBL 1MG;10;ST
4221407;RASAGILIN RTP TBL 1MG;30;ST
4221689;PREGAMID HARTKPS  25MG;20;ST
4221695;PREGAMID HARTKPS  25MG;60;ST
4221703;PREGAMID HARTKPS  25MG;90;ST
4221726;PREGAMID HARTKPS  50MG;30;ST
4221732;PREGAMID HARTKPS  50MG;90;ST
4221749;PREGAMID HARTKPS  75MG;20;ST
4221755;PREGAMID HARTKPS  75MG;60;ST
4221761;PREGAMID HARTKPS 100MG;30;ST
4221778;PREGAMID HARTKPS 100MG;90;ST
4221784;PREGAMID HARTKPS 150MG;20;ST
4221790;PREGAMID HARTKPS 150MG;60;ST
4221809;PREGAMID HARTKPS 200MG;30;ST
4221815;PREGAMID HARTKPS 200MG;90;ST
4221821;PREGAMID HARTKPS 300MG;20;ST
4221838;PREGAMID HARTKPS 300MG;60;ST
4221927;OLANZAPIN RTP GMBH SCHMTBL 5;7;ST
4221933;OLANZAPIN RTP GMBH SCHMTBL 5;28;ST
4221956;OLANZAPIN RTP GMBH SCHMTBL10;7;ST
4221962;OLANZAPIN RTP GMBH SCHMTBL10;28;ST
4221979;OLANZAPIN RTP GMBH SCHMTBL15;7;ST
4221985;OLANZAPIN RTP GMBH SCHMTBL15;28;ST
